1.0, 1.0, 0.80, 0.00, 3, 5834.7055664062500000, 137.66, 0
1.0, 1.0, 0.80, 0.00, 4, 5827.9589843750000000, 131.49, 1
1.0, 1.0, 0.80, 0.00, 5, 5685.8144531250000000, 115.94, 2
1.0, 1.0, 0.80, 0.00, 10, 5663.5434570312500000, 117.40, 3
1.0, 1.0, 0.80, 0.00, 20, 5682.0278320312500000, 114.20, 4
1.0, 1.0, 0.80, 0.00, 30, 5625.5185546875000000, 104.76, 5
1.0, 1.0, 0.80, 0.01, 3, 5748.7866210937500000, 675.75, 6
1.0, 1.0, 0.80, 0.01, 4, 5718.5737304687500000, 567.90, 7
1.0, 1.0, 0.80, 0.01, 5, 5669.1293945312500000, 553.33, 8
1.0, 1.0, 0.80, 0.01, 10, 5606.0166015625000000, 355.65, 9
1.0, 1.0, 0.80, 0.01, 20, 5591.4746093750000000, 279.03, 10
1.0, 1.0, 0.80, 0.01, 30, 5573.9785156250000000, 318.90, 11
1.0, 1.0, 0.80, 0.02, 3, 6081.2470703125000000, 109.36, 12
1.0, 1.0, 0.80, 0.02, 4, 5866.6958007812500000, 335.68, 13
1.0, 1.0, 0.85, 0.00, 5, 5737.2246093750000000, 85.82, 32
1.0, 1.0, 0.85, 0.00, 10, 5747.5991210937500000, 78.53, 33
1.0, 1.0, 0.85, 0.00, 20, 5656.9956054687500000, 74.06, 34
1.0, 1.0, 0.85, 0.00, 30, 5628.3471679687500000, 71.36, 35
1.0, 1.0, 0.80, 0.02, 5, 5860.6840820312500000, 377.22, 14
1.0, 1.0, 0.85, 0.01, 3, 5667.3242187500000000, 619.26, 36
1.0, 1.0, 0.80, 0.02, 10, 5599.9799804687500000, 958.20, 15
1.0, 1.0, 0.85, 0.01, 4, 5648.4462890625000000, 550.50, 37
1.0, 1.0, 0.80, 0.02, 20, 5577.0708007812500000, 264.99, 16
1.0, 1.0, 0.80, 0.02, 30, 5594.7519531250000000, 151.77, 17
1.0, 1.0, 0.80, 0.03, 3, 6155.1376953125000000, 155.87, 18
1.0, 1.0, 0.80, 0.03, 4, 6019.0200195312500000, 100.64, 19
1.0, 1.0, 0.85, 0.01, 5, 5579.4936523437500000, 769.69, 38
1.0, 1.0, 0.80, 0.03, 5, 5900.9267578125000000, 228.99, 20
1.0, 1.0, 0.85, 0.01, 10, 5631.8032226562500000, 189.65, 39
1.0, 1.0, 0.80, 0.03, 10, 5690.3422851562500000, 253.83, 21
1.0, 1.0, 0.85, 0.01, 20, 5597.8227539062500000, 166.49, 40
1.0, 1.0, 0.85, 0.01, 30, 5602.3544921875000000, 113.28, 41
1.0, 1.0, 0.85, 0.02, 3, 5950.1420898437500000, 111.04, 42
1.0, 1.0, 0.80, 0.03, 20, 5610.8183593750000000, 381.94, 22
1.0, 1.0, 0.85, 0.02, 4, 6015.7612304687500000, 88.10, 43
1.0, 1.0, 0.85, 0.02, 5, 5895.3168945312500000, 185.16, 44
1.0, 1.0, 0.80, 0.03, 30, 5603.1606445312500000, 212.34, 23
1.0, 1.0, 0.80, 0.05, 3, 6190.7548828125000000, 155.19, 24
1.0, 1.0, 0.80, 0.05, 4, 6036.4438476562500000, 107.01, 25
1.0, 1.0, 0.85, 0.02, 10, 5654.4008789062500000, 312.47, 45
1.0, 1.0, 0.80, 0.05, 5, 5953.7431640625000000, 222.31, 26
1.0, 1.0, 0.80, 0.05, 10, 5766.0053710937500000, 179.40, 27
1.0, 1.0, 0.85, 0.02, 20, 5584.1752929687500000, 626.89, 46
1.0, 1.0, 0.85, 0.02, 30, 5579.8779296875000000, 158.28, 47
1.0, 1.0, 0.80, 0.05, 20, 5640.0688476562500000, 490.87, 28
1.0, 1.0, 0.85, 0.03, 3, 6147.5742187500000000, 125.01, 48
1.0, 1.0, 0.85, 0.03, 4, 5965.7172851562500000, 133.43, 49
1.0, 1.0, 0.85, 0.03, 5, 5952.4199218750000000, 127.43, 50
1.0, 1.0, 0.80, 0.05, 30, 5588.3735351562500000, 463.87, 29
1.0, 1.0, 0.85, 0.03, 10, 5723.6342773437500000, 267.02, 51
1.0, 1.0, 0.85, 0.00, 3, 5799.5795898437500000, 144.79, 30
1.0, 1.0, 0.85, 0.00, 4, 5877.5371093750000000, 139.41, 31
1.0, 1.0, 0.85, 0.03, 20, 5588.6840820312500000, 271.66, 52
1.0, 1.0, 0.85, 0.00, 5, 5737.2968750000000000, 129.09, 32
1.0, 1.0, 0.85, 0.00, 10, 5747.5991210937500000, 123.70, 33
1.0, 1.0, 0.85, 0.03, 30, 5588.9716796875000000, 159.91, 53
1.0, 1.0, 0.85, 0.05, 3, 6145.6699218750000000, 81.12, 54
1.0, 1.0, 0.85, 0.00, 20, 5620.3950195312500000, 111.58, 34
1.0, 1.0, 0.85, 0.05, 4, 6028.1743164062500000, 85.51, 55
1.0, 1.0, 0.85, 0.00, 30, 5628.3471679687500000, 148.75, 35
1.0, 1.0, 0.85, 0.05, 5, 5939.6289062500000000, 137.55, 56
1.0, 1.0, 0.85, 0.05, 10, 5719.6166992187500000, 87.37, 57
1.0, 1.0, 0.85, 0.05, 20, 5675.1054687500000000, 251.33, 58
1.0, 1.0, 0.85, 0.05, 30, 5560.9326171875000000, 327.95, 59
1.0, 1.0, 0.85, 0.01, 3, 5837.9868164062500000, 739.56, 36
1.0, 1.0, 0.90, 0.00, 3, 5849.8193359375000000, 111.52, 60
1.0, 1.0, 0.90, 0.00, 4, 5764.2768554687500000, 104.74, 61
1.0, 1.0, 0.90, 0.00, 5, 5743.9418945312500000, 111.66, 62
1.0, 1.0, 0.90, 0.00, 10, 5652.5122070312500000, 92.38, 63
1.0, 1.0, 0.90, 0.00, 20, 5619.6958007812500000, 96.77, 64
1.0, 1.0, 0.85, 0.01, 4, 5651.9887695312500000, 571.32, 37
1.0, 1.0, 0.90, 0.00, 30, 5639.8510742187500000, 80.40, 65
1.0, 1.0, 0.85, 0.01, 5, 5688.2553710937500000, 397.29, 38
1.0, 1.0, 0.85, 0.01, 10, 5633.6391601562500000, 302.23, 39
1.0, 1.0, 0.90, 0.01, 3, 5764.7456054687500000, 790.72, 66
1.0, 1.0, 0.85, 0.01, 20, 5597.8227539062500000, 279.27, 40
1.0, 1.0, 0.85, 0.01, 30, 5596.3442382812500000, 203.52, 41
1.0, 1.0, 0.90, 0.01, 4, 5630.9238281250000000, 487.22, 67
1.0, 1.0, 0.85, 0.02, 3, 5950.1420898437500000, 173.80, 42
1.0, 1.0, 0.85, 0.02, 4, 6015.7612304687500000, 138.03, 43
1.0, 1.0, 0.90, 0.01, 5, 5721.5097656250000000, 380.09, 68
1.0, 1.0, 0.90, 0.01, 10, 5599.7836914062500000, 203.34, 69
1.0, 1.0, 0.90, 0.01, 20, 5583.3413085937500000, 236.27, 70
1.0, 1.0, 0.90, 0.01, 30, 5601.1625976562500000, 157.07, 71
