5736.9585,    1.4
5696.4634,    2.9
5696.4634,    4.4
5696.4634,    5.9
5696.4634,    7.4
5696.1216,    8.9
5696.1216,   10.4
5687.6523,   11.9
5687.6523,   13.4
5685.7627,   14.9
5685.7627,   16.4
5685.7627,   17.8
5678.1924,   19.3
5675.7344,   20.9
5675.7344,   22.4
5675.7344,   23.9
5675.7344,   25.4
5663.5161,   26.9
5663.5161,   28.5
5650.3057,   30.0
5641.0098,   31.5
5634.3506,   32.9
5620.5635,   34.5
5620.5635,   36.0
5614.4023,   37.5
5612.7495,   39.0
5603.3115,   40.6
5603.3115,   42.1
5603.3115,   43.6
5603.3115,   45.2
5602.6035,   46.7
5602.3115,   48.2
5597.2549,   49.8
5597.2549,   51.3
5597.2549,   52.7
5593.9219,   54.2
5593.9219,   55.7
5593.9219,   57.2
5593.7393,   58.8
5591.9648,   60.3
5588.6953,   61.8
5588.5439,   63.3
5583.1968,   64.8
5583.1968,   66.4
5583.1968,   67.9
5582.8633,   69.4
5581.9541,   70.9
5581.9541,   72.4
5581.3564,   73.8
5581.3564,   75.4
5581.3564,   76.9
5581.2500,   78.4
5581.2485,   79.9
5581.1064,   81.4
5581.0044,   82.9
5581.0044,   84.4
5580.2676,   85.9
5580.2676,   87.4
5580.2334,   88.8
5580.1162,   90.3
5580.0825,   91.8
5579.9741,   93.3
5578.0620,   94.8
5578.0620,   96.3
5578.0620,   97.8
5578.0620,   99.3
5578.0591,  100.8
5578.0591,  102.3
5577.9536,  103.8
5577.9536,  105.3
5577.9507,  106.9
5577.9507,  108.4
5577.9507,  109.9
5577.9507,  111.4
5577.9507,  112.9
5577.9507,  114.4
5577.9507,  115.9
5577.9507,  117.4
5577.9507,  118.9
5577.9507,  120.4
5576.6704,  121.9
5576.6704,  123.4
5576.6704,  124.9
5576.6704,  126.4
5576.6421,  127.9
5576.6416,  129.4
5576.6416,  130.9
5576.6416,  132.4
5576.6416,  133.9
5576.6416,  135.3
5576.6416,  136.8
5576.6416,  138.3
5576.6416,  139.9
5576.6411,  141.4
5576.6411,  142.9
5574.2114,  144.4
5574.1826,  145.9
5574.1826,  147.4
5574.1826,  148.9
5574.1826,  150.4
5574.1826,  151.9
5574.1826,  153.4
5574.1826,  154.9
5574.1826,  156.4
5573.7231,  157.9
5573.7231,  159.6
5573.7231,  161.1
5573.7231,  162.6
5573.7227,  164.1
5573.7227,  165.6
5573.7227,  167.1
5573.7227,  168.6
5573.7227,  170.1
5573.7227,  171.6
5573.7227,  173.1
5573.7227,  174.6
5573.7227,  176.2
5573.7227,  177.6
5573.7227,  179.1
5573.7227,  180.7
5573.7227,  182.2
5573.7227,  183.6
5573.7227,  185.1
5573.7227,  186.7
5573.7227,  188.1
5573.7227,  189.6
5573.7227,  191.1
5573.7227,  192.5
5573.7227,  194.0
5573.7227,  195.5
5573.7227,  197.0
5573.7227,  198.5
5573.7227,  199.9
5571.3682,  201.3
5571.3682,  202.7
5571.0703,  204.2
5571.0703,  205.7
5571.0205,  207.2
5570.5713,  208.7
5570.5713,  210.2
5570.5713,  211.7
5570.5713,  213.2
5570.5713,  214.7
5570.5713,  216.2
5570.5713,  217.7
5570.5713,  219.3
5570.5713,  220.7
5570.5713,  222.3
5570.5713,  223.7
5570.5713,  225.2
5570.5713,  226.7
5570.5713,  228.2
5570.5713,  229.7
5570.5713,  231.2
5570.5713,  232.7
5570.5713,  234.2
5570.5713,  235.7
5570.5713,  237.3
5570.5713,  238.8
5570.5713,  240.3
5570.5713,  241.9
5570.5713,  243.4
5570.5713,  245.1
5570.5713,  246.5
5570.5713,  247.9
5570.5713,  249.4
5570.5713,  250.9
5570.5713,  252.3
5570.5713,  253.7
5570.5713,  255.4
5570.5713,  256.9
5570.5713,  258.8
5570.5713,  260.5
5570.5713,  262.3
5570.5713,  264.3
5570.5713,  266.5
5570.5713,  268.5
5570.5713,  270.4
5570.5713,  272.2
5570.5713,  274.1
5570.5713,  275.9
5570.5713,  277.4
5570.5713,  278.9
5570.5713,  280.3
5570.5713,  281.9
5570.5713,  283.5
5570.5713,  285.1
5570.5713,  286.6
5570.5713,  288.1
5570.5713,  289.6
5570.5713,  291.3
5570.5713,  292.8
5570.5713,  294.1
5570.5713,  295.6
5570.5713,  297.1
5570.5713,  298.6
5570.5713,  300.1
5570.5713,  301.7
5570.5713,  303.1
5570.5713,  304.6
5570.5713,  306.1
5570.5713,  307.6
5570.5713,  309.1
5570.5713,  310.6
5570.5713,  312.2
5570.5713,  313.7
5569.8398,  315.1
5569.8398,  316.6
