12.0, 1.0, 0.83, 0.01, 80, 5812.3378906250000000, 42.55, 374
32.0, 1.0, 0.83, 0.03, 50, 5812.3378906250000000, 29.20, 748
12.0, 1.0, 1.00, 0.01, 50, 5812.3378906250000000, 42.88, 528
20.0, 1.0, 0.83, 0.01, 25, 5812.3378906250000000, 42.78, 550
20.0, 1.0, 0.85, 0.00, 40, 5812.3378906250000000, 42.91, 572
4.0, 1.0, 1.00, 0.03, 30, 5700.1523437500000000, 58.96, 176
12.0, 1.0, 0.85, 0.03, 50, 5812.3378906250000000, 50.16, 418
12.0, 1.0, 0.99, 0.00, 80, 5812.3378906250000000, 50.54, 484
12.0, 1.0, 0.98, 0.01, 40, 5812.3378906250000000, 51.00, 462
32.0, 1.0, 0.99, 0.01, 50, 5812.3378906250000000, 42.07, 858
4.0, 1.0, 0.83, 0.00, 25, 5649.8383789062500000, 65.63, 0
12.0, 1.0, 0.87, 0.02, 25, 5812.3378906250000000, 51.61, 440
20.0, 1.0, 0.85, 0.02, 80, 5812.3378906250000000, 50.26, 594
12.0, 1.0, 0.99, 0.03, 30, 5812.3378906250000000, 51.39, 506
64.0, 1.0, 0.83, 0.02, 80, 5812.3378906250000000, 42.41, 924
32.0, 1.0, 1.00, 0.01, 25, 5812.3378906250000000, 42.91, 880
64.0, 1.0, 1.00, 0.00, 30, 5812.3378906250000000, 41.55, 1056
20.0, 1.0, 0.87, 0.01, 30, 5812.3378906250000000, 51.10, 616
8.0, 1.0, 0.87, 0.00, 40, 5633.4643554687500000, 64.70, 242
20.0, 1.0, 0.98, 0.00, 50, 5812.3378906250000000, 51.08, 638
64.0, 1.0, 1.00, 0.03, 50, 5812.3378906250000000, 41.81, 1078
32.0, 1.0, 0.85, 0.02, 25, 5812.3378906250000000, 45.12, 770
64.0, 1.0, 0.98, 0.02, 40, 5812.3378906250000000, 42.92, 1012
20.0, 1.0, 0.99, 0.00, 25, 5812.3378906250000000, 51.79, 660
64.0, 1.0, 0.99, 0.01, 80, 5812.3378906250000000, 43.08, 1034
20.0, 1.0, 0.99, 0.02, 40, 5812.3378906250000000, 54.94, 682
20.0, 1.0, 1.00, 0.01, 80, 5812.3378906250000000, 51.09, 704
32.0, 1.0, 0.83, 0.00, 30, 5812.3378906250000000, 51.13, 726
32.0, 1.0, 0.98, 0.03, 30, 5812.3378906250000000, 50.23, 836
32.0, 1.0, 0.87, 0.01, 40, 5812.3378906250000000, 51.67, 792
64.0, 1.0, 0.83, 0.00, 40, 5812.3378906250000000, 50.84, 902
64.0, 1.0, 0.87, 0.00, 50, 5812.3378906250000000, 50.46, 968
64.0, 1.0, 0.98, 0.00, 25, 5812.3378906250000000, 51.21, 990
32.0, 1.0, 0.83, 0.03, 80, 5812.3378906250000000, 28.97, 749
12.0, 1.0, 0.83, 0.01, 25, 5812.3378906250000000, 42.02, 375
12.0, 1.0, 0.85, 0.00, 30, 5812.3378906250000000, 80.60, 396
4.0, 1.0, 0.83, 0.02, 40, 5615.7734375000000000, 96.32, 22
8.0, 1.0, 0.87, 0.02, 80, 5610.7871093750000000, 94.12, 264
64.0, 1.0, 0.85, 0.01, 30, 5812.3378906250000000, 74.74, 946
20.0, 1.0, 0.83, 0.01, 30, 5812.3378906250000000, 41.61, 551
4.0, 1.0, 0.87, 0.00, 30, 5583.4941406250000000, 99.36, 66
8.0, 1.0, 0.85, 0.01, 25, 5578.8852539062500000, 99.12, 220
20.0, 1.0, 0.85, 0.00, 50, 5812.3378906250000000, 42.87, 573
12.0, 1.0, 1.00, 0.01, 80, 5812.3378906250000000, 43.73, 529
32.0, 1.0, 0.98, 0.00, 80, 5812.3378906250000000, 53.29, 814
32.0, 1.0, 0.99, 0.01, 80, 5812.3378906250000000, 42.50, 859
64.0, 1.0, 0.83, 0.03, 25, 5812.3378906250000000, 42.68, 925
32.0, 1.0, 1.00, 0.01, 30, 5812.3378906250000000, 42.82, 881
64.0, 1.0, 1.00, 0.00, 40, 5812.3378906250000000, 42.78, 1057
32.0, 1.0, 0.85, 0.00, 25, 5812.3378906250000000, 29.33, 750
64.0, 1.0, 0.98, 0.02, 50, 5812.3378906250000000, 42.65, 1013
32.0, 1.0, 0.85, 0.02, 30, 5812.3378906250000000, 43.63, 771
4.0, 1.0, 0.85, 0.01, 80, 5611.1616210937500000, 111.23, 44
64.0, 1.0, 0.99, 0.01, 25, 5812.3378906250000000, 44.74, 1035
12.0, 1.0, 0.85, 0.03, 80, 5812.3378906250000000, 51.31, 419
12.0, 1.0, 0.99, 0.00, 25, 5812.3378906250000000, 51.70, 485
20.0, 1.0, 0.85, 0.03, 25, 5812.3378906250000000, 51.60, 595
12.0, 1.0, 0.87, 0.02, 30, 5812.3378906250000000, 51.76, 441
12.0, 1.0, 0.98, 0.01, 50, 5812.3378906250000000, 52.18, 463
20.0, 1.0, 0.98, 0.00, 80, 5812.3378906250000000, 50.72, 639
12.0, 1.0, 0.99, 0.03, 40, 5812.3378906250000000, 51.64, 507
20.0, 1.0, 0.87, 0.01, 40, 5812.3378906250000000, 51.31, 617
20.0, 1.0, 0.99, 0.00, 30, 5812.3378906250000000, 51.73, 661
20.0, 1.0, 0.99, 0.02, 50, 5812.3378906250000000, 50.61, 683
